ID Ligi,Klub,Pozycja,Zawodnik,Powrót do gry
"15623","Stara Gwardia Nakło ⚔️","R","Różycki, Łukasz","2026-05-16 04:38:23"
"15608","Cicely","R","Ogrodowczyk, Roman","2026-05-16 05:09:14"
"15617","Główni Potentanci","L","Voldoire, Marcel","2026-05-16 05:12:09"
"15622","Iksel Bratkowice","Ś","Siemieniuk, Paweł","2026-05-16 07:29:26"
"15200","RKS","Ś","Staszewski, Maciej","2026-05-16 07:54:31"
"15619","HeR team","P","Pélat, Jean-Claude","2026-05-16 08:16:37"
"15199","Bochotnica Celtics","Ś","Reynolds, Sterling","2026-05-16 08:38:21"
"15621","Mierzwicanka Mierzwice","L","Piwowarczyk, Michał","2026-05-16 09:41:30"
"15201","Budowlani Nysa","P","Gomes, Rogério","2026-05-16 10:09:07"
"15623","Znienacka team","A","Pozzi, Carmelo","2026-05-16 10:15:34"
"15610","ATLAS ARENA LODZ","P","Jakubiec, Miłosz","2026-05-16 11:03:10"
"15612","Iskra Krosno","A","Tori, Ruggero","2026-05-16 12:03:12"
"15200","Steirereck im Stadtpark","P","Tošković, Aleksandar","2026-05-16 12:26:36"
"15199","CF Mleczne Olsztyn","P","Przydatek, Robert","2026-05-16 13:15:32"
"15201","Bydgoszcz Baki","Ś","Wolski, Adam","2026-05-16 13:25:36"
"15201","Brave Vikings","L","Berkecan, Fikret","2026-05-16 16:28:45"
"15198","VC Kittens","L","Raimundo, Olavo","2026-05-16 16:28:46"
"15613","Arks Bucz","R","Gąsior, Łucjan","2026-05-16 16:31:02"
"15609","Zegrze Nieporęt","P","Fabiszewski, Jarosław","2026-05-16 16:58:16"
"15620","TwentyFive.pl","L","Wulczyński, Tomasz","2026-05-16 18:31:53"
"15199","Young Team","Ś","Šmrtnik, Danijel","2026-05-16 18:37:24"
"15611","Smoczy Gród","Ś","Merda, Paweł","2026-05-16 20:16:39"
"15613","Victoria Wałbrzych","R","Escaleira, Aparício","2026-05-16 20:16:39"
"15609","ChudyTeam","A","Wiencek, Jan","2026-05-16 20:28:10"
"15609","VC  Ziębka Team","L","Kochańczyk, Oliwier","2026-05-16 21:46:45"
"15618","Latające Imadła","Ś","Fohn, Hannsjörg","2026-05-16 22:26:38"
"15619","Yu-Gi-Oh!","P","Dreja, Zenon","2026-05-16 22:26:38"
"15609","Spike Masters","R","Menaballi, Sante","2026-05-16 22:57:02"
"15612","CAMORRA VC","R","Andreev, Galin","2026-05-16 23:06:50"
"15199","PolskieOrły","Ś","Šnúrik, Oto","2026-05-16 23:09:40"
"15619","Tur Volley Turek","P","Osowski, Paweł","2026-05-16 23:47:21"
"15616","Central Axis VC","Ś","Lampi, Kalevi","2026-05-17 00:28:17"
"15616","Zaksa Mszczonów","Ś","Gwóźdź, Cezary","2026-05-17 00:51:48"
"15608","Korporacja Gwiazd Bezrobocia","R","Mantel, Landis","2026-05-17 01:09:36"
"15611","Nędza VT","L","Wroński, Aleksander","2026-05-17 02:18:07"
"15623","V-DRIFTERS","P","Ołdak, Maciej","2026-05-17 05:25:16"
"15623","BAŁUTY ŁÓDŹ","A","Hüner, Emrah","2026-05-17 05:29:19"
"15614","LKS Rotavia Nieporęt","R","Shimaka, Fumiaki","2026-05-17 06:25:17"
"15614","Vamos","P","Dubiel, Jakub","2026-05-17 06:35:59"
"15613","Kudowianka Kudowa-Zdrój","P","Monjardim, Giovane","2026-05-17 06:54:37"
"15200","RKS","P","Arya, Tufan","2026-05-17 08:07:59"
"15616","CYTRYNIEC CHIŃSKI","A","Opara, Jakub","2026-05-17 09:16:38"
"15621","pONczek Team","L","Laatzen, Cornelius","2026-05-17 09:23:33"
"15199","FC Świętopełka 🔥","R","Kovjenič, Lovro","2026-05-17 10:31:53"
"15608","manosduros","A","Dziedzic, Remigiusz","2026-05-17 10:41:28"
"15201","sanah","R","Ricci, Waldir","2026-05-17 12:15:33"
"15611","Trefl Gdańsk Pomorze","Ś","Kopacki, Sebastian","2026-05-17 15:28:48"
"15611","Volley Leszczyny","A","Tulio, Luciano","2026-05-17 17:38:12"
"15618","Pogoń Portowcy","P","Panek, Ernest","2026-05-17 20:31:56"
"15612","Fresco","A","Ziewiec, Adam","2026-05-18 00:18:00"
"15615","Aptekarz Tylmanowa","P","Magdziński, Julian","2026-05-18 01:51:48"
"15617","KS Strużanka Baranów","A","Kukowka, Piotr","2026-05-18 02:51:48"
"15620","Astoria Szczerców","R","Mijalski, Mateusz","2026-05-18 08:36:04"
"15621","Shtosee volley team","P","Smolka, Radomil","2026-05-18 10:25:01"
"15202","Lajony Kingzz","P","Drąg, Marcin","2026-05-18 10:25:56"
"15610","Bydgoszcz Spartans","L","Pękala, Robert","2026-05-18 13:25:32"
"15202","TEXańska Masakra Piłą Ręczną","Ś","Koziatek, Michał","2026-05-18 13:25:33"
"15610","Kotwica Kołobrzeg","Ś","Graves, Gérard","2026-05-18 17:30:56"
"15623","Lance Armstrong","R","Godart, Maxence","2026-05-18 20:14:17"
"15615","Atomowe Żurawie","P","Bogucki, Piotr","2026-05-18 22:24:12"
"15611","eŁKSa1908","Ś","Mladenov, Nikolay","2026-05-18 22:24:14"
"15200","RKS","Ś","Janicki, Witold","2026-05-19 01:24:12"
"15616","Zaksa Mszczonów","P","Szczepaniak, Piotr","2026-05-19 05:31:47"
"15201","Brave Vikings","R","Dąbrowski, Aleksander","2026-05-19 05:44:29"
"15198","Incognito Volley","P","Żołądek, Daniel","2026-05-19 09:16:33"
"15617","Foki Opole","P","Przybyła, Antoni","2026-05-19 19:45:01"
"15610","Il Vaticano","P","Sakakibara, Mikio","2026-05-20 21:45:01"
